Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime(seconds),Sector1Time(seconds),Sector2Time(seconds),Sector3Time(seconds)
0 days 01:39:14.680000,LEC,16,0 days 00:01:28.630000,22.0,2.0,,,0 days 00:00:32.472000,0 days 00:00:29.924000,0 days 00:00:26.234000,0 days 01:38:18.594000,0 days 01:38:48.518000,0 days 01:39:14.752000,228.0,282.0,277.0,322.0,True,MEDIUM,17.0,False,Ferrari,0 days 01:37:46.050000,2023-10-08 17:38:46.055,1,5.0,False,,False,True,88.63,32.472,29.924,26.234
0 days 01:40:43.329000,LEC,16,0 days 00:01:28.649000,23.0,2.0,,,0 days 00:00:32.739000,0 days 00:00:29.800000,0 days 00:00:26.110000,0 days 01:39:47.491000,0 days 01:40:17.291000,0 days 01:40:43.401000,230.0,282.0,277.0,302.0,False,MEDIUM,18.0,False,Ferrari,0 days 01:39:14.680000,2023-10-08 17:40:14.685,1,5.0,False,,False,True,88.649,32.739,29.8,26.11
0 days 01:42:11.879000,LEC,16,0 days 00:01:28.550000,24.0,2.0,,,0 days 00:00:32.750000,0 days 00:00:29.674000,0 days 00:00:26.126000,0 days 01:41:16.151000,0 days 01:41:45.825000,0 days 01:42:11.951000,230.0,283.0,278.0,301.0,True,MEDIUM,19.0,False,Ferrari,0 days 01:40:43.329000,2023-10-08 17:41:43.334,1,5.0,False,,False,True,88.55,32.75,29.674,26.126
0 days 01:47:05.417000,LEC,16,0 days 00:01:28.149000,27.0,3.0,,,0 days 00:00:32.492000,0 days 00:00:29.505000,0 days 00:00:26.152000,0 days 01:46:09.832000,0 days 01:46:39.337000,0 days 01:47:05.489000,235.0,282.0,278.0,306.0,True,HARD,2.0,True,Ferrari,0 days 01:45:37.268000,2023-10-08 17:46:37.273,1,12.0,False,,False,True,88.149,32.492,29.505,26.152
0 days 01:48:33.121000,LEC,16,0 days 00:01:27.704000,28.0,3.0,,,0 days 00:00:32.358000,0 days 00:00:29.421000,0 days 00:00:25.925000,0 days 01:47:37.847000,0 days 01:48:07.268000,0 days 01:48:33.193000,232.0,282.0,279.0,301.0,True,HARD,3.0,True,Ferrari,0 days 01:47:05.417000,2023-10-08 17:48:05.422,1,11.0,False,,False,True,87.704,32.358,29.421,25.925
0 days 01:50:00.605000,LEC,16,0 days 00:01:27.484000,29.0,3.0,,,0 days 00:00:32.368000,0 days 00:00:29.400000,0 days 00:00:25.716000,0 days 01:49:05.561000,0 days 01:49:34.961000,0 days 01:50:00.677000,233.0,285.0,287.0,303.0,True,HARD,4.0,True,Ferrari,0 days 01:48:33.121000,2023-10-08 17:49:33.126,1,11.0,False,,False,True,87.484,32.368,29.4,25.716
0 days 01:51:28.254000,LEC,16,0 days 00:01:27.649000,30.0,3.0,,,0 days 00:00:32.413000,0 days 00:00:29.569000,0 days 00:00:25.667000,0 days 01:50:33.090000,0 days 01:51:02.659000,0 days 01:51:28.326000,233.0,286.0,289.0,325.0,False,HARD,5.0,True,Ferrari,0 days 01:50:00.605000,2023-10-08 17:51:00.610,1,11.0,False,,False,True,87.649,32.413,29.569,25.667
0 days 01:52:55.192000,LEC,16,0 days 00:01:26.938000,31.0,3.0,,,0 days 00:00:32.046000,0 days 00:00:29.263000,0 days 00:00:25.629000,0 days 01:52:00.372000,0 days 01:52:29.635000,0 days 01:52:55.264000,234.0,283.0,280.0,333.0,True,HARD,6.0,True,Ferrari,0 days 01:51:28.254000,2023-10-08 17:52:28.259,1,10.0,False,,False,True,86.938,32.046,29.263,25.629
0 days 01:54:22.541000,LEC,16,0 days 00:01:27.349000,32.0,3.0,,,0 days 00:00:32.258000,0 days 00:00:29.378000,0 days 00:00:25.713000,0 days 01:53:27.522000,0 days 01:53:56.900000,0 days 01:54:22.613000,236.0,284.0,288.0,303.0,False,HARD,7.0,True,Ferrari,0 days 01:52:55.192000,2023-10-08 17:53:55.197,1,8.0,False,,False,True,87.349,32.258,29.378,25.713
0 days 01:57:17.033000,LEC,16,0 days 00:01:27.122000,34.0,3.0,,,0 days 00:00:32.305000,0 days 00:00:29.291000,0 days 00:00:25.526000,0 days 01:56:22.288000,0 days 01:56:51.579000,0 days 01:57:17.105000,233.0,283.0,279.0,301.0,False,HARD,9.0,True,Ferrari,0 days 01:55:49.911000,2023-10-08 17:56:49.916,1,6.0,False,,False,True,87.122,32.305,29.291,25.526
0 days 01:58:44.232000,LEC,16,0 days 00:01:27.199000,35.0,3.0,,,0 days 00:00:32.273000,0 days 00:00:29.286000,0 days 00:00:25.640000,0 days 01:57:49.378000,0 days 01:58:18.664000,0 days 01:58:44.304000,233.0,282.0,279.0,301.0,False,HARD,10.0,True,Ferrari,0 days 01:57:17.033000,2023-10-08 17:58:17.038,1,5.0,False,,False,True,87.199,32.273,29.286,25.64
0 days 02:00:11.237000,LEC,16,0 days 00:01:27.005000,36.0,3.0,,,0 days 00:00:32.250000,0 days 00:00:29.185000,0 days 00:00:25.570000,0 days 01:59:16.554000,0 days 01:59:45.739000,0 days 02:00:11.309000,234.0,282.0,279.0,299.0,False,HARD,11.0,True,Ferrari,0 days 01:58:44.232000,2023-10-08 17:59:44.237,1,5.0,False,,False,True,87.005,32.25,29.185,25.57
0 days 02:01:38.450000,LEC,16,0 days 00:01:27.213000,37.0,3.0,,,0 days 00:00:32.458000,0 days 00:00:29.292000,0 days 00:00:25.463000,0 days 02:00:43.767000,0 days 02:01:13.059000,0 days 02:01:38.522000,235.0,283.0,279.0,304.0,False,HARD,12.0,True,Ferrari,0 days 02:00:11.237000,2023-10-08 18:01:11.242,1,5.0,False,,False,True,87.213,32.458,29.292,25.463
0 days 02:03:05.281000,LEC,16,0 days 00:01:26.831000,38.0,3.0,,,0 days 00:00:32.100000,0 days 00:00:29.249000,0 days 00:00:25.482000,0 days 02:02:10.622000,0 days 02:02:39.871000,0 days 02:03:05.353000,233.0,282.0,279.0,301.0,True,HARD,13.0,True,Ferrari,0 days 02:01:38.450000,2023-10-08 18:02:38.455,1,5.0,False,,False,True,86.831,32.1,29.249,25.482
0 days 02:04:31.908000,LEC,16,0 days 00:01:26.627000,39.0,3.0,,,0 days 00:00:32.048000,0 days 00:00:29.135000,0 days 00:00:25.444000,0 days 02:03:37.401000,0 days 02:04:06.536000,0 days 02:04:31.980000,237.0,283.0,279.0,304.0,True,HARD,14.0,True,Ferrari,0 days 02:03:05.281000,2023-10-08 18:04:05.286,1,5.0,False,,False,True,86.627,32.048,29.135,25.444
0 days 02:05:58.421000,LEC,16,0 days 00:01:26.513000,40.0,3.0,,,0 days 00:00:32.051000,0 days 00:00:29.081000,0 days 00:00:25.381000,0 days 02:05:04.031000,0 days 02:05:33.112000,0 days 02:05:58.493000,234.0,283.0,280.0,302.0,True,HARD,15.0,True,Ferrari,0 days 02:04:31.908000,2023-10-08 18:05:31.913,1,5.0,False,,False,True,86.513,32.051,29.081,25.381
0 days 02:08:51.490000,LEC,16,0 days 00:01:26.547000,42.0,3.0,,,0 days 00:00:31.959000,0 days 00:00:29.226000,0 days 00:00:25.362000,0 days 02:07:56.974000,0 days 02:08:26.200000,0 days 02:08:51.562000,236.0,283.0,280.0,303.0,False,HARD,17.0,True,Ferrari,0 days 02:07:24.943000,2023-10-08 18:08:24.948,1,5.0,False,,False,True,86.547,31.959,29.226,25.362
0 days 02:13:37.170000,LEC,16,0 days 00:01:25.956000,45.0,4.0,,,0 days 00:00:31.919000,0 days 00:00:28.858000,0 days 00:00:25.179000,0 days 02:12:43.205000,0 days 02:13:12.063000,0 days 02:13:37.242000,240.0,283.0,279.0,301.0,True,MEDIUM,2.0,True,Ferrari,0 days 02:12:11.214000,2023-10-08 18:13:11.219,1,5.0,False,,False,True,85.956,31.919,28.858,25.179
0 days 02:15:03.173000,LEC,16,0 days 00:01:26.003000,46.0,4.0,,,0 days 00:00:31.862000,0 days 00:00:28.938000,0 days 00:00:25.203000,0 days 02:14:09.104000,0 days 02:14:38.042000,0 days 02:15:03.245000,238.0,283.0,279.0,300.0,False,MEDIUM,3.0,True,Ferrari,0 days 02:13:37.170000,2023-10-08 18:14:37.175,1,5.0,False,,False,True,86.003,31.862,28.938,25.203
0 days 02:16:29.143000,LEC,16,0 days 00:01:25.970000,47.0,4.0,,,0 days 00:00:31.855000,0 days 00:00:28.850000,0 days 00:00:25.265000,0 days 02:15:35.100000,0 days 02:16:03.950000,0 days 02:16:29.215000,237.0,283.0,280.0,299.0,False,MEDIUM,4.0,True,Ferrari,0 days 02:15:03.173000,2023-10-08 18:16:03.178,1,5.0,False,,False,True,85.97,31.855,28.85,25.265
0 days 02:17:55.148000,LEC,16,0 days 00:01:26.005000,48.0,4.0,,,0 days 00:00:31.871000,0 days 00:00:28.914000,0 days 00:00:25.220000,0 days 02:17:01.086000,0 days 02:17:30,0 days 02:17:55.220000,238.0,283.0,279.0,297.0,False,MEDIUM,5.0,True,Ferrari,0 days 02:16:29.143000,2023-10-08 18:17:29.148,1,5.0,False,,False,True,86.005,31.871,28.914,25.22
0 days 02:19:21.296000,LEC,16,0 days 00:01:26.148000,49.0,4.0,,,0 days 00:00:31.786000,0 days 00:00:29,0 days 00:00:25.362000,0 days 02:18:27.006000,0 days 02:18:56.006000,0 days 02:19:21.368000,235.0,283.0,279.0,299.0,False,MEDIUM,6.0,True,Ferrari,0 days 02:17:55.148000,2023-10-08 18:18:55.153,1,5.0,False,,False,True,86.148,31.786,29.0,25.362
0 days 02:20:47.240000,LEC,16,0 days 00:01:25.944000,50.0,4.0,,,0 days 00:00:31.860000,0 days 00:00:28.766000,0 days 00:00:25.318000,0 days 02:19:53.228000,0 days 02:20:21.994000,0 days 02:20:47.312000,240.0,284.0,280.0,304.0,True,MEDIUM,7.0,True,Ferrari,0 days 02:19:21.296000,2023-10-08 18:20:21.301,1,5.0,False,,False,True,85.944,31.86,28.766,25.318
0 days 02:22:13.355000,LEC,16,0 days 00:01:26.115000,51.0,4.0,,,0 days 00:00:31.954000,0 days 00:00:28.913000,0 days 00:00:25.248000,0 days 02:21:19.266000,0 days 02:21:48.179000,0 days 02:22:13.427000,238.0,283.0,280.0,304.0,False,MEDIUM,8.0,True,Ferrari,0 days 02:20:47.240000,2023-10-08 18:21:47.245,1,5.0,False,,False,True,86.115,31.954,28.913,25.248
0 days 02:23:39.820000,LEC,16,0 days 00:01:26.465000,52.0,4.0,,,0 days 00:00:32.020000,0 days 00:00:29.034000,0 days 00:00:25.411000,0 days 02:22:45.447000,0 days 02:23:14.481000,0 days 02:23:39.892000,237.0,284.0,280.0,305.0,False,MEDIUM,9.0,True,Ferrari,0 days 02:22:13.355000,2023-10-08 18:23:13.360,1,5.0,False,,False,True,86.465,32.02,29.034,25.411
0 days 02:25:06.488000,LEC,16,0 days 00:01:26.668000,53.0,4.0,,,0 days 00:00:32.014000,0 days 00:00:29.203000,0 days 00:00:25.451000,0 days 02:24:11.906000,0 days 02:24:41.109000,0 days 02:25:06.560000,238.0,284.0,281.0,304.0,False,MEDIUM,10.0,True,Ferrari,0 days 02:23:39.820000,2023-10-08 18:24:39.825,1,5.0,False,,False,True,86.668,32.014,29.203,25.451
0 days 02:26:33.209000,LEC,16,0 days 00:01:26.721000,54.0,4.0,,,0 days 00:00:32.119000,0 days 00:00:29.127000,0 days 00:00:25.475000,0 days 02:25:38.679000,0 days 02:26:07.806000,0 days 02:26:33.281000,237.0,284.0,281.0,303.0,False,MEDIUM,11.0,True,Ferrari,0 days 02:25:06.488000,2023-10-08 18:26:06.493,1,5.0,False,,False,True,86.721,32.119,29.127,25.475
0 days 02:27:59.022000,LEC,16,0 days 00:01:25.813000,55.0,4.0,,,0 days 00:00:31.677000,0 days 00:00:29.105000,0 days 00:00:25.031000,0 days 02:27:04.958000,0 days 02:27:34.063000,0 days 02:27:59.094000,239.0,284.0,280.0,306.0,True,MEDIUM,12.0,True,Ferrari,0 days 02:26:33.209000,2023-10-08 18:27:33.214,1,5.0,False,,False,True,85.813,31.677,29.105,25.031
0 days 02:29:27.110000,LEC,16,0 days 00:01:28.088000,56.0,4.0,,,0 days 00:00:32.332000,0 days 00:00:29.577000,0 days 00:00:26.179000,0 days 02:28:31.426000,0 days 02:29:01.003000,0 days 02:29:27.182000,238.0,284.0,279.0,308.0,False,MEDIUM,13.0,True,Ferrari,0 days 02:27:59.022000,2023-10-08 18:28:59.027,1,5.0,False,,False,True,88.088,32.332,29.577,26.179
0 days 02:30:52.102000,LEC,16,0 days 00:01:24.992000,57.0,4.0,,,0 days 00:00:31.409000,0 days 00:00:28.749000,0 days 00:00:24.834000,0 days 02:29:58.591000,0 days 02:30:27.340000,0 days 02:30:52.174000,244.0,284.0,280.0,306.0,True,MEDIUM,14.0,True,Ferrari,0 days 02:29:27.110000,2023-10-08 18:30:27.115,1,5.0,False,,False,True,84.992,31.409,28.749,24.834
0 days 01:13:19.941000,ALO,14,0 days 00:01:30.881000,5.0,1.0,,,0 days 00:00:33.667000,0 days 00:00:30.332000,0 days 00:00:26.882000,0 days 01:12:22.774000,0 days 01:12:53.106000,0 days 01:13:19.988000,229.0,278.0,277.0,301.0,True,MEDIUM,10.0,False,Aston Martin,0 days 01:11:49.060000,2023-10-08 17:12:49.065,1,3.0,False,,False,True,90.881,33.667,30.332,26.882
0 days 01:14:49.526000,ALO,14,0 days 00:01:29.585000,6.0,1.0,,,0 days 00:00:32.937000,0 days 00:00:30.106000,0 days 00:00:26.542000,0 days 01:13:52.925000,0 days 01:14:23.031000,0 days 01:14:49.573000,231.0,278.0,277.0,309.0,True,MEDIUM,11.0,False,Aston Martin,0 days 01:13:19.941000,2023-10-08 17:14:19.946,1,3.0,False,,False,True,89.585,32.937,30.106,26.542
0 days 01:17:50.119000,ALO,14,0 days 00:01:30.053000,8.0,1.0,,,0 days 00:00:33.278000,0 days 00:00:30.168000,0 days 00:00:26.607000,0 days 01:16:53.391000,0 days 01:17:23.559000,0 days 01:17:50.166000,230.0,278.0,277.0,308.0,False,MEDIUM,13.0,False,Aston Martin,0 days 01:16:20.066000,2023-10-08 17:17:20.071,1,3.0,False,,False,True,90.053,33.278,30.168,26.607
0 days 01:19:19.723000,ALO,14,0 days 00:01:29.604000,9.0,1.0,,,0 days 00:00:32.935000,0 days 00:00:30.055000,0 days 00:00:26.614000,0 days 01:18:23.101000,0 days 01:18:53.156000,0 days 01:19:19.770000,232.0,280.0,277.0,309.0,False,MEDIUM,14.0,False,Aston Martin,0 days 01:17:50.119000,2023-10-08 17:18:50.124,1,3.0,False,,False,True,89.604,32.935,30.055,26.614
0 days 01:20:49.678000,ALO,14,0 days 00:01:29.955000,10.0,1.0,,,0 days 00:00:33.163000,0 days 00:00:30.219000,0 days 00:00:26.573000,0 days 01:19:52.933000,0 days 01:20:23.152000,0 days 01:20:49.725000,229.0,279.0,277.0,308.0,False,MEDIUM,15.0,False,Aston Martin,0 days 01:19:19.723000,2023-10-08 17:20:19.728,1,3.0,False,,False,True,89.955,33.163,30.219,26.573
0 days 01:25:46.458000,ALO,14,0 days 00:01:30.137000,13.0,2.0,,,0 days 00:00:33.559000,0 days 00:00:30.253000,0 days 00:00:26.325000,0 days 01:24:49.927000,0 days 01:25:20.180000,0 days 01:25:46.505000,229.0,276.0,279.0,309.0,False,MEDIUM,7.0,False,Aston Martin,0 days 01:24:16.321000,2023-10-08 17:25:16.326,1,14.0,False,,False,True,90.137,33.559,30.253,26.325
0 days 01:27:15.815000,ALO,14,0 days 00:01:29.357000,14.0,2.0,,,0 days 00:00:32.716000,0 days 00:00:30.188000,0 days 00:00:26.453000,0 days 01:26:19.221000,0 days 01:26:49.409000,0 days 01:27:15.862000,232.0,279.0,290.0,313.0,True,MEDIUM,8.0,False,Aston Martin,0 days 01:25:46.458000,2023-10-08 17:26:46.463,1,11.0,False,,False,True,89.357,32.716,30.188,26.453
0 days 01:28:45.707000,ALO,14,0 days 00:01:29.892000,15.0,2.0,,,0 days 00:00:33.017000,0 days 00:00:30.216000,0 days 00:00:26.659000,0 days 01:27:48.879000,0 days 01:28:19.095000,0 days 01:28:45.754000,231.0,280.0,286.0,342.0,False,MEDIUM,9.0,False,Aston Martin,0 days 01:27:15.815000,2023-10-08 17:28:15.820,1,9.0,False,,False,True,89.892,33.017,30.216,26.659
0 days 01:30:14.622000,ALO,14,0 days 00:01:28.915000,16.0,2.0,,,0 days 00:00:32.829000,0 days 00:00:29.788000,0 days 00:00:26.298000,0 days 01:29:18.583000,0 days 01:29:48.371000,0 days 01:30:14.669000,232.0,280.0,278.0,327.0,True,MEDIUM,10.0,False,Aston Martin,0 days 01:28:45.707000,2023-10-08 17:29:45.712,1,8.0,False,,False,True,88.915,32.829,29.788,26.298
0 days 01:33:13.542000,ALO,14,0 days 00:01:29.997000,18.0,2.0,,,0 days 00:00:33.078000,0 days 00:00:30.371000,0 days 00:00:26.548000,0 days 01:32:16.670000,0 days 01:32:47.041000,0 days 01:33:13.589000,230.0,281.0,287.0,332.0,False,MEDIUM,12.0,False,Aston Martin,0 days 01:31:43.545000,2023-10-08 17:32:43.550,1,6.0,False,,False,True,89.997,33.078,30.371,26.548
0 days 01:34:42.754000,ALO,14,0 days 00:01:29.212000,19.0,2.0,,,0 days 00:00:32.594000,0 days 00:00:30.080000,0 days 00:00:26.538000,0 days 01:33:46.183000,0 days 01:34:16.263000,0 days 01:34:42.801000,232.0,281.0,288.0,328.0,False,MEDIUM,13.0,False,Aston Martin,0 days 01:33:13.542000,2023-10-08 17:34:13.547,1,4.0,False,,False,True,89.212,32.594,30.08,26.538
0 days 01:36:11.162000,ALO,14,0 days 00:01:28.408000,20.0,2.0,,,0 days 00:00:32.312000,0 days 00:00:29.875000,0 days 00:00:26.221000,0 days 01:35:15.113000,0 days 01:35:44.988000,0 days 01:36:11.209000,231.0,277.0,278.0,327.0,True,MEDIUM,14.0,False,Aston Martin,0 days 01:34:42.754000,2023-10-08 17:35:42.759,1,3.0,False,,False,True,88.408,32.312,29.875,26.221
0 days 01:37:39.730000,ALO,14,0 days 00:01:28.568000,21.0,2.0,,,0 days 00:00:32.631000,0 days 00:00:29.765000,0 days 00:00:26.172000,0 days 01:36:43.840000,0 days 01:37:13.605000,0 days 01:37:39.777000,233.0,279.0,278.0,308.0,False,MEDIUM,15.0,False,Aston Martin,0 days 01:36:11.162000,2023-10-08 17:37:11.167,1,3.0,False,,False,True,88.568,32.631,29.765,26.172
0 days 01:39:08.203000,ALO,14,0 days 00:01:28.473000,22.0,2.0,,,0 days 00:00:32.611000,0 days 00:00:29.771000,0 days 00:00:26.091000,0 days 01:38:12.388000,0 days 01:38:42.159000,0 days 01:39:08.250000,229.0,279.0,277.0,308.0,False,MEDIUM,16.0,False,Aston Martin,0 days 01:37:39.730000,2023-10-08 17:38:39.735,1,3.0,False,,False,True,88.473,32.611,29.771,26.091
0 days 01:40:36.968000,ALO,14,0 days 00:01:28.765000,23.0,2.0,,,0 days 00:00:32.631000,0 days 00:00:29.947000,0 days 00:00:26.187000,0 days 01:39:40.881000,0 days 01:40:10.828000,0 days 01:40:37.015000,233.0,279.0,278.0,308.0,False,MEDIUM,17.0,False,Aston Martin,0 days 01:39:08.203000,2023-10-08 17:40:08.208,1,3.0,False,,False,True,88.765,32.631,29.947,26.187
0 days 01:42:05.541000,ALO,14,0 days 00:01:28.573000,24.0,2.0,,,0 days 00:00:32.585000,0 days 00:00:29.788000,0 days 00:00:26.200000,0 days 01:41:09.600000,0 days 01:41:39.388000,0 days 01:42:05.588000,232.0,278.0,278.0,308.0,False,MEDIUM,18.0,False,Aston Martin,0 days 01:40:36.968000,2023-10-08 17:41:36.973,1,3.0,False,,False,True,88.573,32.585,29.788,26.2
0 days 01:43:33.797000,ALO,14,0 days 00:01:28.256000,25.0,2.0,,,0 days 00:00:32.550000,0 days 00:00:29.725000,0 days 00:00:25.981000,0 days 01:42:38.138000,0 days 01:43:07.863000,0 days 01:43:33.844000,233.0,277.0,278.0,308.0,True,MEDIUM,19.0,False,Aston Martin,0 days 01:42:05.541000,2023-10-08 17:43:05.546,1,3.0,False,,False,True,88.256,32.55,29.725,25.981
0 days 01:48:25.301000,ALO,14,0 days 00:01:27.644000,28.0,3.0,,,0 days 00:00:32.331000,0 days 00:00:29.422000,0 days 00:00:25.891000,0 days 01:47:30.035000,0 days 01:47:59.457000,0 days 01:48:25.348000,235.0,280.0,286.0,310.0,True,HARD,2.0,True,Aston Martin,0 days 01:46:57.657000,2023-10-08 17:47:57.662,1,8.0,False,,False,True,87.644,32.331,29.422,25.891
0 days 01:49:53.207000,ALO,14,0 days 00:01:27.906000,29.0,3.0,,,0 days 00:00:32.331000,0 days 00:00:29.583000,0 days 00:00:25.992000,,0 days 01:49:27.262000,0 days 01:49:53.254000,235.0,282.0,281.0,332.0,False,HARD,3.0,True,Aston Martin,0 days 01:48:25.301000,2023-10-08 17:49:25.306,1,8.0,False,,False,True,87.906,32.331,29.583,25.992
0 days 01:51:21.025000,ALO,14,0 days 00:01:27.818000,30.0,3.0,,,0 days 00:00:32.238000,0 days 00:00:29.653000,0 days 00:00:25.927000,0 days 01:50:25.492000,0 days 01:50:55.145000,0 days 01:51:21.072000,235.0,282.0,280.0,313.0,False,HARD,4.0,True,Aston Martin,0 days 01:49:53.207000,2023-10-08 17:50:53.212,1,8.0,False,,False,True,87.818,32.238,29.653,25.927
0 days 01:52:48.786000,ALO,14,0 days 00:01:27.761000,31.0,3.0,,,0 days 00:00:32.327000,0 days 00:00:29.818000,0 days 00:00:25.616000,0 days 01:51:53.399000,0 days 01:52:23.217000,0 days 01:52:48.833000,237.0,281.0,289.0,312.0,False,HARD,5.0,True,Aston Martin,0 days 01:51:21.025000,2023-10-08 17:52:21.030,1,8.0,False,,False,True,87.761,32.327,29.818,25.616
0 days 01:54:15.712000,ALO,14,0 days 00:01:26.926000,32.0,3.0,,,0 days 00:00:32.045000,0 days 00:00:29.158000,0 days 00:00:25.723000,0 days 01:53:20.878000,0 days 01:53:50.036000,0 days 01:54:15.759000,235.0,279.0,279.0,332.0,True,HARD,6.0,True,Aston Martin,0 days 01:52:48.786000,2023-10-08 17:53:48.791,1,5.0,False,,False,True,86.926,32.045,29.158,25.723
0 days 01:57:18.898000,ALO,14,0 days 00:01:27.301000,34.0,3.0,,,0 days 00:00:32.146000,0 days 00:00:29.418000,0 days 00:00:25.737000,0 days 01:56:23.790000,0 days 01:56:53.208000,0 days 01:57:18.945000,236.0,279.0,281.0,310.0,False,HARD,8.0,True,Aston Martin,0 days 01:55:51.597000,2023-10-08 17:56:51.602,1,7.0,False,,False,True,87.301,32.146,29.418,25.737
0 days 01:58:46.167000,ALO,14,0 days 00:01:27.269000,35.0,3.0,,,0 days 00:00:32.093000,0 days 00:00:29.560000,0 days 00:00:25.616000,0 days 01:57:51.038000,0 days 01:58:20.598000,0 days 01:58:46.214000,237.0,279.0,281.0,312.0,False,HARD,9.0,True,Aston Martin,0 days 01:57:18.898000,2023-10-08 17:58:18.903,1,6.0,False,,False,True,87.269,32.093,29.56,25.616
0 days 02:00:13.351000,ALO,14,0 days 00:01:27.184000,36.0,3.0,,,0 days 00:00:32.178000,0 days 00:00:29.358000,0 days 00:00:25.648000,0 days 01:59:18.392000,0 days 01:59:47.750000,0 days 02:00:13.398000,237.0,280.0,281.0,311.0,False,HARD,10.0,True,Aston Martin,0 days 01:58:46.167000,2023-10-08 17:59:46.172,1,6.0,False,,False,True,87.184,32.178,29.358,25.648
0 days 02:01:40.574000,ALO,14,0 days 00:01:27.223000,37.0,3.0,,,0 days 00:00:32.003000,0 days 00:00:29.452000,0 days 00:00:25.768000,0 days 02:00:45.401000,0 days 02:01:14.853000,0 days 02:01:40.621000,236.0,278.0,282.0,310.0,False,HARD,11.0,True,Aston Martin,0 days 02:00:13.351000,2023-10-08 18:01:13.356,1,6.0,False,,False,True,87.223,32.003,29.452,25.768
0 days 02:03:07.724000,ALO,14,0 days 00:01:27.150000,38.0,3.0,,,0 days 00:00:32.025000,0 days 00:00:29.413000,0 days 00:00:25.712000,0 days 02:02:12.646000,0 days 02:02:42.059000,0 days 02:03:07.771000,237.0,279.0,281.0,310.0,False,HARD,12.0,True,Aston Martin,0 days 02:01:40.574000,2023-10-08 18:02:40.579,1,6.0,False,,False,True,87.15,32.025,29.413,25.712
0 days 02:04:34.614000,ALO,14,0 days 00:01:26.890000,39.0,3.0,,,0 days 00:00:31.873000,0 days 00:00:29.385000,0 days 00:00:25.632000,0 days 02:03:39.644000,0 days 02:04:09.029000,0 days 02:04:34.661000,238.0,281.0,280.0,310.0,True,HARD,13.0,True,Aston Martin,0 days 02:03:07.724000,2023-10-08 18:04:07.729,1,6.0,False,,False,True,86.89,31.873,29.385,25.632
0 days 02:06:01.842000,ALO,14,0 days 00:01:27.228000,40.0,3.0,,,0 days 00:00:32.166000,0 days 00:00:29.389000,0 days 00:00:25.673000,0 days 02:05:06.827000,0 days 02:05:36.216000,0 days 02:06:01.889000,238.0,281.0,281.0,310.0,False,HARD,14.0,True,Aston Martin,0 days 02:04:34.614000,2023-10-08 18:05:34.619,1,6.0,False,,False,True,87.228,32.166,29.389,25.673
0 days 02:08:56.573000,ALO,14,0 days 00:01:27.181000,42.0,3.0,,,0 days 00:00:32.036000,0 days 00:00:29.422000,0 days 00:00:25.723000,0 days 02:08:01.475000,0 days 02:08:30.897000,0 days 02:08:56.620000,236.0,279.0,281.0,309.0,False,HARD,16.0,True,Aston Martin,0 days 02:07:29.392000,2023-10-08 18:08:29.397,1,6.0,False,,False,True,87.181,32.036,29.422,25.723
0 days 02:10:23.489000,ALO,14,0 days 00:01:26.916000,43.0,3.0,,,0 days 00:00:31.991000,0 days 00:00:29.350000,0 days 00:00:25.575000,0 days 02:09:28.611000,0 days 02:09:57.961000,0 days 02:10:23.536000,236.0,280.0,281.0,309.0,False,HARD,17.0,True,Aston Martin,0 days 02:08:56.573000,2023-10-08 18:09:56.578,1,6.0,False,,False,True,86.916,31.991,29.35,25.575
0 days 02:15:12.558000,ALO,14,0 days 00:01:26.791000,46.0,4.0,,,0 days 00:00:31.987000,0 days 00:00:29.293000,0 days 00:00:25.511000,0 days 02:14:17.801000,0 days 02:14:47.094000,0 days 02:15:12.605000,236.0,281.0,282.0,309.0,True,MEDIUM,2.0,True,Aston Martin,0 days 02:13:45.767000,2023-10-08 18:14:45.772,1,7.0,False,,False,True,86.791,31.987,29.293,25.511
0 days 02:16:39.088000,ALO,14,0 days 00:01:26.530000,47.0,4.0,,,0 days 00:00:31.974000,0 days 00:00:29.231000,0 days 00:00:25.325000,0 days 02:15:44.579000,0 days 02:16:13.810000,0 days 02:16:39.135000,239.0,281.0,282.0,310.0,True,MEDIUM,3.0,True,Aston Martin,0 days 02:15:12.558000,2023-10-08 18:16:12.563,1,7.0,False,,False,True,86.53,31.974,29.231,25.325
0 days 02:18:05.569000,ALO,14,0 days 00:01:26.481000,48.0,4.0,,,0 days 00:00:31.899000,0 days 00:00:29.116000,0 days 00:00:25.466000,0 days 02:17:11.034000,0 days 02:17:40.150000,0 days 02:18:05.616000,240.0,280.0,281.0,310.0,True,MEDIUM,4.0,True,Aston Martin,0 days 02:16:39.088000,2023-10-08 18:17:39.093,1,7.0,False,,False,True,86.481,31.899,29.116,25.466
