Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime(seconds),Sector1Time(seconds),Sector2Time(seconds),Sector3Time(seconds)
0 days 02:00:42.176000,HUL,27,0 days 00:01:28.843000,36.0,3.0,,,0 days 00:00:32.941000,0 days 00:00:29.875000,0 days 00:00:26.027000,0 days 01:59:46.282000,0 days 02:00:16.157000,0 days 02:00:42.184000,229.0,281.0,278.0,300.0,False,MEDIUM,15.0,False,Haas F1 Team,0 days 01:59:13.333000,2023-10-08 18:00:13.338,1,17.0,False,,False,True,88.843,32.941,29.875,26.027
0 days 02:02:11.015000,HUL,27,0 days 00:01:28.839000,37.0,3.0,,,0 days 00:00:32.806000,0 days 00:00:29.926000,0 days 00:00:26.107000,0 days 02:01:14.990000,0 days 02:01:44.916000,0 days 02:02:11.023000,230.0,282.0,279.0,302.0,False,MEDIUM,16.0,False,Haas F1 Team,0 days 02:00:42.176000,2023-10-08 18:01:42.181,1,17.0,False,,False,True,88.839,32.806,29.926,26.107
0 days 02:03:39.971000,HUL,27,0 days 00:01:28.956000,38.0,3.0,,,0 days 00:00:32.776000,0 days 00:00:30.245000,0 days 00:00:25.935000,0 days 02:02:43.799000,0 days 02:03:14.044000,0 days 02:03:39.979000,232.0,280.0,277.0,300.0,False,MEDIUM,17.0,False,Haas F1 Team,0 days 02:02:11.015000,2023-10-08 18:03:11.020,1,17.0,False,,False,True,88.956,32.776,30.245,25.935
0 days 02:08:36.596000,HUL,27,0 days 00:01:28.229000,41.0,4.0,,,0 days 00:00:32.562000,0 days 00:00:29.561000,0 days 00:00:26.106000,0 days 02:07:40.937000,0 days 02:08:10.498000,0 days 02:08:36.604000,232.0,282.0,278.0,303.0,False,HARD,2.0,True,Haas F1 Team,0 days 02:07:08.367000,2023-10-08 18:08:08.372,1,17.0,False,,False,True,88.229,32.562,29.561,26.106
0 days 02:10:04.341000,HUL,27,0 days 00:01:27.745000,42.0,4.0,,,0 days 00:00:32.382000,0 days 00:00:29.523000,0 days 00:00:25.840000,0 days 02:09:08.986000,0 days 02:09:38.509000,0 days 02:10:04.349000,233.0,282.0,280.0,301.0,True,HARD,3.0,True,Haas F1 Team,0 days 02:08:36.596000,2023-10-08 18:09:36.601,1,17.0,False,,False,True,87.745,32.382,29.523,25.84
0 days 02:11:31.502000,HUL,27,0 days 00:01:27.161000,43.0,4.0,,,0 days 00:00:32.287000,0 days 00:00:29.271000,0 days 00:00:25.603000,0 days 02:10:36.636000,0 days 02:11:05.907000,0 days 02:11:31.510000,236.0,284.0,287.0,302.0,True,HARD,4.0,True,Haas F1 Team,0 days 02:10:04.341000,2023-10-08 18:11:04.346,1,17.0,False,,False,True,87.161,32.287,29.271,25.603
0 days 02:12:58.891000,HUL,27,0 days 00:01:27.389000,44.0,4.0,,,0 days 00:00:32.234000,0 days 00:00:29.492000,0 days 00:00:25.663000,0 days 02:12:03.744000,0 days 02:12:33.236000,0 days 02:12:58.899000,235.0,284.0,287.0,323.0,False,HARD,5.0,True,Haas F1 Team,0 days 02:11:31.502000,2023-10-08 18:12:31.507,1,17.0,False,,False,True,87.389,32.234,29.492,25.663
0 days 02:14:25.380000,HUL,27,0 days 00:01:26.489000,45.0,4.0,,,0 days 00:00:31.788000,0 days 00:00:29.119000,0 days 00:00:25.582000,0 days 02:13:30.687000,0 days 02:13:59.806000,0 days 02:14:25.388000,234.0,281.0,277.0,333.0,True,HARD,6.0,True,Haas F1 Team,0 days 02:12:58.891000,2023-10-08 18:13:58.896,1,16.0,False,,False,True,86.489,31.788,29.119,25.582
0 days 02:15:52.913000,HUL,27,0 days 00:01:27.533000,46.0,4.0,,,0 days 00:00:32.217000,0 days 00:00:29.276000,0 days 00:00:26.040000,0 days 02:14:57.605000,0 days 02:15:26.881000,0 days 02:15:52.921000,234.0,281.0,277.0,295.0,False,HARD,7.0,True,Haas F1 Team,0 days 02:14:25.380000,2023-10-08 18:15:25.385,1,16.0,False,,False,True,87.533,32.217,29.276,26.04
0 days 02:17:22.259000,HUL,27,0 days 00:01:29.346000,47.0,4.0,,,0 days 00:00:33.191000,0 days 00:00:30.416000,0 days 00:00:25.739000,0 days 02:16:26.112000,0 days 02:16:56.528000,0 days 02:17:22.267000,150.0,284.0,280.0,298.0,False,HARD,8.0,True,Haas F1 Team,0 days 02:15:52.913000,2023-10-08 18:16:52.918,1,16.0,False,,False,True,89.346,33.191,30.416,25.739
0 days 02:18:49.540000,HUL,27,0 days 00:01:27.281000,48.0,4.0,,,0 days 00:00:32.218000,0 days 00:00:29.159000,0 days 00:00:25.904000,0 days 02:17:54.485000,0 days 02:18:23.644000,0 days 02:18:49.548000,239.0,284.0,278.0,306.0,False,HARD,9.0,True,Haas F1 Team,0 days 02:17:22.259000,2023-10-08 18:18:22.264,1,16.0,False,,False,True,87.281,32.218,29.159,25.904
0 days 02:20:16.742000,HUL,27,0 days 00:01:27.202000,49.0,4.0,,,0 days 00:00:32.073000,0 days 00:00:29.279000,0 days 00:00:25.850000,0 days 02:19:21.621000,0 days 02:19:50.900000,0 days 02:20:16.750000,237.0,283.0,277.0,301.0,False,HARD,10.0,True,Haas F1 Team,0 days 02:18:49.540000,2023-10-08 18:19:49.545,1,16.0,False,,False,True,87.202,32.073,29.279,25.85
0 days 02:21:43.684000,HUL,27,0 days 00:01:26.942000,50.0,4.0,,,0 days 00:00:32.049000,0 days 00:00:29.184000,0 days 00:00:25.709000,0 days 02:20:48.799000,0 days 02:21:17.983000,0 days 02:21:43.692000,237.0,283.0,278.0,300.0,False,HARD,11.0,True,Haas F1 Team,0 days 02:20:16.742000,2023-10-08 18:21:16.747,1,16.0,False,,False,True,86.942,32.049,29.184,25.709
0 days 02:23:10.469000,HUL,27,0 days 00:01:26.785000,51.0,4.0,,,0 days 00:00:32.124000,0 days 00:00:29.209000,0 days 00:00:25.452000,0 days 02:22:15.816000,0 days 02:22:45.025000,0 days 02:23:10.477000,237.0,284.0,279.0,300.0,False,HARD,12.0,True,Haas F1 Team,0 days 02:21:43.684000,2023-10-08 18:22:43.689,1,16.0,False,,False,True,86.785,32.124,29.209,25.452
0 days 02:24:41.074000,HUL,27,0 days 00:01:30.605000,52.0,4.0,,,0 days 00:00:35.324000,0 days 00:00:29.635000,0 days 00:00:25.646000,0 days 02:23:45.801000,0 days 02:24:15.436000,0 days 02:24:41.082000,232.0,284.0,278.0,227.0,False,HARD,13.0,True,Haas F1 Team,0 days 02:23:10.469000,2023-10-08 18:24:10.474,1,16.0,False,,False,True,90.605,35.324,29.635,25.646
0 days 02:26:07.661000,HUL,27,0 days 00:01:26.587000,53.0,4.0,,,0 days 00:00:31.945000,0 days 00:00:29.279000,0 days 00:00:25.363000,0 days 02:25:13.027000,0 days 02:25:42.306000,0 days 02:26:07.669000,240.0,284.0,279.0,309.0,False,HARD,14.0,True,Haas F1 Team,0 days 02:24:41.074000,2023-10-08 18:25:41.079,1,16.0,False,,False,True,86.587,31.945,29.279,25.363
0 days 02:27:34.754000,HUL,27,0 days 00:01:27.093000,54.0,4.0,,,0 days 00:00:32.178000,0 days 00:00:29.386000,0 days 00:00:25.529000,0 days 02:26:39.847000,0 days 02:27:09.233000,0 days 02:27:34.762000,236.0,283.0,278.0,302.0,False,HARD,15.0,True,Haas F1 Team,0 days 02:26:07.661000,2023-10-08 18:27:07.666,1,16.0,False,,False,True,87.093,32.178,29.386,25.529
0 days 02:29:01.814000,HUL,27,0 days 00:01:27.060000,55.0,4.0,,,0 days 00:00:32.038000,0 days 00:00:29.468000,0 days 00:00:25.554000,0 days 02:28:06.800000,0 days 02:28:36.268000,0 days 02:29:01.822000,236.0,283.0,279.0,302.0,False,HARD,16.0,True,Haas F1 Team,0 days 02:27:34.754000,2023-10-08 18:28:34.759,1,16.0,False,,False,True,87.06,32.038,29.468,25.554
0 days 01:13:29.843000,LAW,40,0 days 00:01:34.626000,5.0,2.0,,,0 days 00:00:35.136000,0 days 00:00:31.739000,0 days 00:00:27.751000,0 days 01:12:30.357000,0 days 01:13:02.096000,0 days 01:13:29.847000,227.0,279.0,273.0,310.0,True,HARD,2.0,True,AlphaTauri,0 days 01:11:55.217000,2023-10-08 17:12:55.222,1,18.0,False,,False,True,94.626,35.136,31.739,27.751
0 days 01:15:02.947000,LAW,40,0 days 00:01:33.104000,6.0,2.0,,,0 days 00:00:34.364000,0 days 00:00:31.323000,0 days 00:00:27.417000,0 days 01:14:04.211000,0 days 01:14:35.534000,0 days 01:15:02.951000,226.0,275.0,273.0,305.0,True,HARD,3.0,True,AlphaTauri,0 days 01:13:29.843000,2023-10-08 17:14:29.848,1,18.0,False,,False,True,93.104,34.364,31.323,27.417
0 days 01:16:35.127000,LAW,40,0 days 00:01:32.180000,7.0,2.0,,,0 days 00:00:34.226000,0 days 00:00:30.983000,0 days 00:00:26.971000,0 days 01:15:37.177000,0 days 01:16:08.160000,0 days 01:16:35.131000,226.0,274.0,273.0,299.0,True,HARD,4.0,True,AlphaTauri,0 days 01:15:02.947000,2023-10-08 17:16:02.952,1,18.0,False,,False,True,92.18,34.226,30.983,26.971
0 days 01:18:06.539000,LAW,40,0 days 00:01:31.412000,8.0,2.0,,,0 days 00:00:33.939000,0 days 00:00:30.705000,0 days 00:00:26.768000,0 days 01:17:09.070000,0 days 01:17:39.775000,0 days 01:18:06.543000,229.0,277.0,275.0,303.0,True,HARD,5.0,True,AlphaTauri,0 days 01:16:35.127000,2023-10-08 17:17:35.132,1,18.0,False,,False,True,91.412,33.939,30.705,26.768
0 days 01:24:11.837000,LAW,40,0 days 00:01:31.836000,12.0,2.0,,,0 days 00:00:33.833000,0 days 00:00:30.970000,0 days 00:00:27.033000,0 days 01:23:13.838000,0 days 01:23:44.808000,0 days 01:24:11.841000,227.0,274.0,282.0,324.0,False,HARD,9.0,True,AlphaTauri,0 days 01:22:40.001000,2023-10-08 17:23:40.006,1,14.0,False,,False,True,91.836,33.833,30.97,27.033
0 days 01:25:44.114000,LAW,40,0 days 00:01:32.277000,13.0,2.0,,,0 days 00:00:34.166000,0 days 00:00:30.995000,0 days 00:00:27.116000,0 days 01:24:46.007000,0 days 01:25:17.002000,0 days 01:25:44.118000,225.0,274.0,274.0,324.0,False,HARD,10.0,True,AlphaTauri,0 days 01:24:11.837000,2023-10-08 17:25:11.842,1,12.0,False,,False,True,92.277,34.166,30.995,27.116
0 days 01:27:15.444000,LAW,40,0 days 00:01:31.330000,14.0,2.0,,,0 days 00:00:33.930000,0 days 00:00:30.621000,0 days 00:00:26.779000,0 days 01:26:18.048000,0 days 01:26:48.669000,0 days 01:27:15.448000,229.0,279.0,283.0,307.0,True,HARD,11.0,True,AlphaTauri,0 days 01:25:44.114000,2023-10-08 17:26:44.119,1,10.0,False,,False,True,91.33,33.93,30.621,26.779
0 days 01:28:47.099000,LAW,40,0 days 00:01:31.655000,15.0,2.0,,,0 days 00:00:34.106000,0 days 00:00:30.697000,0 days 00:00:26.852000,0 days 01:27:49.554000,0 days 01:28:20.251000,0 days 01:28:47.103000,227.0,277.0,274.0,321.0,False,HARD,12.0,True,AlphaTauri,0 days 01:27:15.444000,2023-10-08 17:28:15.449,1,10.0,False,,False,True,91.655,34.106,30.697,26.852
0 days 01:30:18.967000,LAW,40,0 days 00:01:31.868000,16.0,2.0,,,0 days 00:00:34.527000,0 days 00:00:30.699000,0 days 00:00:26.642000,0 days 01:29:21.630000,0 days 01:29:52.329000,0 days 01:30:18.971000,228.0,280.0,276.0,299.0,False,HARD,13.0,True,AlphaTauri,0 days 01:28:47.099000,2023-10-08 17:29:47.104,1,12.0,False,,False,True,91.868,34.527,30.699,26.642
0 days 01:31:50.426000,LAW,40,0 days 00:01:31.459000,17.0,2.0,,,0 days 00:00:34.326000,0 days 00:00:30.663000,0 days 00:00:26.470000,0 days 01:30:53.297000,0 days 01:31:23.960000,0 days 01:31:50.430000,229.0,276.0,277.0,304.0,False,HARD,14.0,True,AlphaTauri,0 days 01:30:18.967000,2023-10-08 17:31:18.972,1,13.0,False,,False,True,91.459,34.326,30.663,26.47
0 days 01:33:21.815000,LAW,40,0 days 00:01:31.389000,18.0,2.0,,,0 days 00:00:34.256000,0 days 00:00:30.628000,0 days 00:00:26.505000,0 days 01:32:24.686000,0 days 01:32:55.314000,0 days 01:33:21.819000,229.0,276.0,276.0,305.0,False,HARD,15.0,True,AlphaTauri,0 days 01:31:50.426000,2023-10-08 17:32:50.431,1,13.0,False,,False,True,91.389,34.256,30.628,26.505
0 days 01:34:53.094000,LAW,40,0 days 00:01:31.279000,19.0,2.0,,,0 days 00:00:34.223000,0 days 00:00:30.541000,0 days 00:00:26.515000,0 days 01:33:56.042000,0 days 01:34:26.583000,0 days 01:34:53.098000,228.0,279.0,283.0,304.0,True,HARD,16.0,True,AlphaTauri,0 days 01:33:21.815000,2023-10-08 17:34:21.820,1,12.0,False,,False,True,91.279,34.223,30.541,26.515
0 days 01:36:23.701000,LAW,40,0 days 00:01:30.607000,20.0,2.0,,,0 days 00:00:33.544000,0 days 00:00:30.504000,0 days 00:00:26.559000,0 days 01:35:26.642000,0 days 01:35:57.146000,0 days 01:36:23.705000,229.0,279.0,281.0,326.0,True,HARD,17.0,True,AlphaTauri,0 days 01:34:53.094000,2023-10-08 17:35:53.099,1,12.0,False,,False,True,90.607,33.544,30.504,26.559
0 days 01:41:22.824000,LAW,40,0 days 00:01:30.379000,23.0,3.0,,,0 days 00:00:33.669000,0 days 00:00:30.104000,0 days 00:00:26.606000,0 days 01:40:26.118000,0 days 01:40:56.222000,0 days 01:41:22.828000,230.0,276.0,274.0,301.0,True,HARD,2.0,True,AlphaTauri,0 days 01:39:52.445000,2023-10-08 17:40:52.450,1,18.0,False,,False,True,90.379,33.669,30.104,26.606
0 days 01:42:52.486000,LAW,40,0 days 00:01:29.662000,24.0,3.0,,,0 days 00:00:33.321000,0 days 00:00:30.075000,0 days 00:00:26.266000,0 days 01:41:56.149000,0 days 01:42:26.224000,0 days 01:42:52.490000,229.0,272.0,275.0,296.0,True,HARD,3.0,True,AlphaTauri,0 days 01:41:22.824000,2023-10-08 17:42:22.829,1,18.0,False,,False,True,89.662,33.321,30.075,26.266
0 days 01:44:21.595000,LAW,40,0 days 00:01:29.109000,25.0,3.0,,,0 days 00:00:33.157000,0 days 00:00:29.856000,0 days 00:00:26.096000,0 days 01:43:25.647000,0 days 01:43:55.503000,0 days 01:44:21.599000,229.0,277.0,273.0,298.0,True,HARD,4.0,True,AlphaTauri,0 days 01:42:52.486000,2023-10-08 17:43:52.491,1,18.0,False,,False,True,89.109,33.157,29.856,26.096
0 days 01:45:50.906000,LAW,40,0 days 00:01:29.311000,26.0,3.0,,,0 days 00:00:33.111000,0 days 00:00:29.997000,0 days 00:00:26.203000,0 days 01:44:54.710000,0 days 01:45:24.707000,0 days 01:45:50.910000,229.0,271.0,274.0,297.0,False,HARD,5.0,True,AlphaTauri,0 days 01:44:21.595000,2023-10-08 17:45:21.600,1,18.0,False,,False,True,89.311,33.111,29.997,26.203
0 days 01:47:20.101000,LAW,40,0 days 00:01:29.195000,27.0,3.0,,,0 days 00:00:33.137000,0 days 00:00:30.033000,0 days 00:00:26.025000,0 days 01:46:24.047000,0 days 01:46:54.080000,0 days 01:47:20.105000,230.0,273.0,274.0,296.0,False,HARD,6.0,True,AlphaTauri,0 days 01:45:50.906000,2023-10-08 17:46:50.911,1,17.0,False,,False,True,89.195,33.137,30.033,26.025
0 days 01:48:48.989000,LAW,40,0 days 00:01:28.888000,28.0,3.0,,,0 days 00:00:32.881000,0 days 00:00:29.896000,0 days 00:00:26.111000,0 days 01:47:52.986000,0 days 01:48:22.882000,0 days 01:48:48.993000,230.0,273.0,273.0,296.0,True,HARD,7.0,True,AlphaTauri,0 days 01:47:20.101000,2023-10-08 17:48:20.106,1,16.0,False,,False,True,88.888,32.881,29.896,26.111
0 days 01:50:17.731000,LAW,40,0 days 00:01:28.742000,29.0,3.0,,,0 days 00:00:33.132000,0 days 00:00:29.753000,0 days 00:00:25.857000,0 days 01:49:22.125000,0 days 01:49:51.878000,0 days 01:50:17.735000,230.0,273.0,275.0,297.0,True,HARD,8.0,True,AlphaTauri,0 days 01:48:48.989000,2023-10-08 17:49:48.994,1,16.0,False,,False,True,88.742,33.132,29.753,25.857
0 days 01:51:46.437000,LAW,40,0 days 00:01:28.706000,30.0,3.0,,,0 days 00:00:32.924000,0 days 00:00:29.814000,0 days 00:00:25.968000,0 days 01:50:50.659000,0 days 01:51:20.473000,0 days 01:51:46.441000,230.0,275.0,274.0,296.0,True,HARD,9.0,True,AlphaTauri,0 days 01:50:17.731000,2023-10-08 17:51:17.736,1,16.0,False,,False,True,88.706,32.924,29.814,25.968
0 days 01:53:14.735000,LAW,40,0 days 00:01:28.298000,31.0,3.0,,,0 days 00:00:32.770000,0 days 00:00:29.644000,0 days 00:00:25.884000,0 days 01:52:19.211000,0 days 01:52:48.855000,0 days 01:53:14.739000,231.0,273.0,275.0,297.0,True,HARD,10.0,True,AlphaTauri,0 days 01:51:46.437000,2023-10-08 17:52:46.442,1,16.0,False,,False,True,88.298,32.77,29.644,25.884
0 days 01:56:12.403000,LAW,40,0 days 00:01:28.635000,33.0,3.0,,,0 days 00:00:33.023000,0 days 00:00:29.707000,0 days 00:00:25.905000,0 days 01:55:16.795000,0 days 01:55:46.502000,0 days 01:56:12.407000,229.0,274.0,275.0,299.0,False,HARD,12.0,True,AlphaTauri,0 days 01:54:43.768000,2023-10-08 17:55:43.773,1,16.0,False,,False,True,88.635,33.023,29.707,25.905
0 days 01:57:41.277000,LAW,40,0 days 00:01:28.874000,34.0,3.0,,,0 days 00:00:33.035000,0 days 00:00:29.785000,0 days 00:00:26.054000,0 days 01:56:45.442000,0 days 01:57:15.227000,0 days 01:57:41.281000,230.0,274.0,274.0,300.0,False,HARD,13.0,True,AlphaTauri,0 days 01:56:12.403000,2023-10-08 17:57:12.408,1,16.0,False,,False,True,88.874,33.035,29.785,26.054
0 days 01:59:10.189000,LAW,40,0 days 00:01:28.912000,35.0,3.0,,,0 days 00:00:33.061000,0 days 00:00:29.743000,0 days 00:00:26.108000,0 days 01:58:14.342000,0 days 01:58:44.085000,0 days 01:59:10.193000,230.0,275.0,275.0,301.0,False,HARD,14.0,True,AlphaTauri,0 days 01:57:41.277000,2023-10-08 17:58:41.282,1,16.0,False,,False,True,88.912,33.061,29.743,26.108
0 days 02:00:39.818000,LAW,40,0 days 00:01:29.629000,36.0,3.0,,,0 days 00:00:33.347000,0 days 00:00:29.945000,0 days 00:00:26.337000,0 days 01:59:43.540000,0 days 02:00:13.485000,0 days 02:00:39.822000,221.0,278.0,276.0,299.0,False,HARD,15.0,True,AlphaTauri,0 days 01:59:10.189000,2023-10-08 18:00:10.194,1,16.0,False,,False,True,89.629,33.347,29.945,26.337
0 days 02:02:08.548000,LAW,40,0 days 00:01:28.730000,37.0,3.0,,,0 days 00:00:33,0 days 00:00:29.747000,0 days 00:00:25.983000,0 days 02:01:12.822000,0 days 02:01:42.569000,0 days 02:02:08.552000,225.0,274.0,276.0,299.0,False,HARD,16.0,True,AlphaTauri,0 days 02:00:39.818000,2023-10-08 18:01:39.823,1,16.0,False,,False,True,88.73,33.0,29.747,25.983
0 days 02:03:37.171000,LAW,40,0 days 00:01:28.623000,38.0,3.0,,,0 days 00:00:32.989000,0 days 00:00:29.773000,0 days 00:00:25.861000,0 days 02:02:41.541000,0 days 02:03:11.314000,0 days 02:03:37.175000,229.0,277.0,276.0,299.0,False,HARD,17.0,True,AlphaTauri,0 days 02:02:08.548000,2023-10-08 18:03:08.553,1,16.0,False,,False,True,88.623,32.989,29.773,25.861
0 days 02:08:32.663000,LAW,40,0 days 00:01:30.587000,41.0,4.0,,,0 days 00:00:34.481000,0 days 00:00:30.002000,0 days 00:00:26.104000,0 days 02:07:36.561000,0 days 02:08:06.563000,0 days 02:08:32.667000,230.0,277.0,276.0,252.0,False,MEDIUM,2.0,True,AlphaTauri,0 days 02:07:02.076000,2023-10-08 18:08:02.081,1,16.0,False,,False,True,90.587,34.481,30.002,26.104
0 days 02:10:02.447000,LAW,40,0 days 00:01:29.784000,42.0,4.0,,,0 days 00:00:33.859000,0 days 00:00:29.987000,0 days 00:00:25.938000,0 days 02:09:06.526000,0 days 02:09:36.513000,0 days 02:10:02.451000,229.0,277.0,276.0,300.0,False,MEDIUM,3.0,True,AlphaTauri,0 days 02:08:32.663000,2023-10-08 18:09:32.668,1,16.0,False,,False,True,89.784,33.859,29.987,25.938
0 days 02:11:30.489000,LAW,40,0 days 00:01:28.042000,43.0,4.0,,,0 days 00:00:32.791000,0 days 00:00:29.594000,0 days 00:00:25.657000,0 days 02:10:35.242000,0 days 02:11:04.836000,0 days 02:11:30.493000,231.0,276.0,276.0,297.0,True,MEDIUM,4.0,True,AlphaTauri,0 days 02:10:02.447000,2023-10-08 18:11:02.452,1,16.0,False,,False,True,88.042,32.791,29.594,25.657
0 days 02:12:58.281000,LAW,40,0 days 00:01:27.792000,44.0,4.0,,,0 days 00:00:32.737000,0 days 00:00:29.537000,0 days 00:00:25.518000,0 days 02:12:03.230000,0 days 02:12:32.767000,0 days 02:12:58.285000,233.0,274.0,275.0,295.0,True,MEDIUM,5.0,True,AlphaTauri,0 days 02:11:30.489000,2023-10-08 18:12:30.494,1,16.0,False,,False,True,87.792,32.737,29.537,25.518
0 days 02:14:28.075000,LAW,40,0 days 00:01:29.794000,45.0,4.0,,,0 days 00:00:33.788000,0 days 00:00:29.772000,0 days 00:00:26.234000,0 days 02:13:32.073000,0 days 02:14:01.845000,0 days 02:14:28.079000,230.0,277.0,276.0,301.0,False,MEDIUM,6.0,True,AlphaTauri,0 days 02:12:58.281000,2023-10-08 18:13:58.286,1,17.0,False,,False,True,89.794,33.788,29.772,26.234
0 days 02:15:57.354000,LAW,40,0 days 00:01:29.279000,46.0,4.0,,,0 days 00:00:33.656000,0 days 00:00:29.717000,0 days 00:00:25.906000,0 days 02:15:01.735000,0 days 02:15:31.452000,0 days 02:15:57.358000,232.0,279.0,276.0,291.0,False,MEDIUM,7.0,True,AlphaTauri,0 days 02:14:28.075000,2023-10-08 18:15:28.080,1,17.0,False,,False,True,89.279,33.656,29.717,25.906
0 days 02:17:25.464000,LAW,40,0 days 00:01:28.110000,47.0,4.0,,,0 days 00:00:32.846000,0 days 00:00:29.522000,0 days 00:00:25.742000,0 days 02:16:30.204000,0 days 02:16:59.726000,0 days 02:17:25.468000,230.0,277.0,276.0,301.0,False,MEDIUM,8.0,True,AlphaTauri,0 days 02:15:57.354000,2023-10-08 18:16:57.359,1,17.0,False,,False,True,88.11,32.846,29.522,25.742
0 days 02:18:53.872000,LAW,40,0 days 00:01:28.408000,48.0,4.0,,,0 days 00:00:32.878000,0 days 00:00:29.577000,0 days 00:00:25.953000,0 days 02:17:58.346000,0 days 02:18:27.923000,0 days 02:18:53.876000,231.0,276.0,277.0,299.0,False,MEDIUM,9.0,True,AlphaTauri,0 days 02:17:25.464000,2023-10-08 18:18:25.469,1,17.0,False,,False,True,88.408,32.878,29.577,25.953
